Checkbox,Icon,Selected,Item code,Tag,Description,Quantity kg/l/nos,Ex. Works Price,CIF,Duty Free,Duty Paid,Export
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),3150/33/400 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),4000/33/400 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),5000/33/400 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),100/33/415 Ph2,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),160/33/415 Ph2,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),250/33/415 Ph2,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),400/33/415 Ph2,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),630/33/415 Ph2,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),800/33/415 Ph2,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),1000/33/415 Ph2,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),1000/33/415 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),1250/33/415 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),1600/33/415 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),2000/33/415 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),2500/33/415 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),3150/33/415 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),4000/33/415 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),5000/33/415 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),1000/33/690 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),1250/33/690 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),1600/33/690 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),2000/33/690 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),2500/33/690 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),3150/33/690 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),4000/33/690 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),1000/33/800 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),1250/33/800 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),1600/33/800 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),2000/33/800 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),2500/33/800 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),3150/33/800 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),4000/33/800 EU,1,,,,,
,,no,,991 - Assembly Packets (Core+Tanking+Dispatch),5000/33/800 EU,1,,,,,
,,no,,992 - Copper Assembly,,1,,,,,
,,no,CRGO,993 - 23ZDKH 75,,1,,,,,
,,no,CRGO,993 - 23ZDKH 85,,1,,,,,
,,no,CRGO,993 - 27ZH100,,1,,,,,
,,no,,"994 - Tank Steel, Trava, Foot & Clamps",,1,,,,,
,,no,,995 - Radiators,1000/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,1250/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,1250/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,1250/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,1250/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,1250/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,1600/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,1600/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,1600/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,1600/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,1600/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,2500/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,2500/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,2500/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,3150/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,2500/33/400 EU Tank,1,,,,,
,,no,,995 - Radiators,3150/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,3150/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,3150/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,3150/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,3150/33/415 EU Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,1250/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2000/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2500/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2500/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2500/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,3150/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,2500/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,3150/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,3150/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,3150/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,3150/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,3150/33/400 EU AL Tank,1,,,,,
,,no,,995 - Radiators,160/33/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,160/33/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,250/33/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,400/33/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,630/33/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,800/33/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,1000/33/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,100/11/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,160/11/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,250/11/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,400/11/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,630/11/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,800/11/415 EU CU Tank,1,,,,,
,,no,,995 - Radiators,1000/11/415 EU CU Tank,1,,,,,
,,no,,996 - HV bushings,10 NF 250 CD = 305 mm,1,,,,,
,,no,,996 - HV bushings,10 NF 630,1,,,,,
,,no,,996 - HV bushings,1M (B9722),1,,,,,
,,no,,996 - HV bushings,24 NF 250 P3 CD = 605 mm,1,,,,,
,,no,,996 - HV bushings,Plug-in Type 24 kV 250 A Interface B,1,,,,,
,,no,,996 - HV bushings,Plug-in Type 24 kV 630 A Interface C,1,,,,,
,,no,,996 - HV bushings,30 NF 250 CD = 900 mm,1,,,,,
,,no,,996 - HV bushings,30 NF 250 CD = 1116 mm,1,,,,,
,,no,,996 - HV bushings,30 NF 250 CD = 1920 mm,1,,,,,
,,no,,996 - HV bushings,Plug-in Type 36 kV 250 A Interface B,1,,,,,
,,no,,996 - HV bushings,Plug-in Type 36 kV 630 A Interface C,1,,,,,
,,no,,996 - HV bushings,Plug-in Type 52 kV 1000 A Interface F,1,,,,,
,,no,,996 - HV bushings,40 NF 250,1,,,,,
,,no,,996 - HV bushings,52 NF 1000 CD = 1430 mm,1,,,,,
,,no,,996 - Pole Mounting Bracket,,1,,,,,
,,no,,997 - HV Cable Lugs,HV Cable Lugs,1,,,,,
,,no,,998 - LV bushings,EN 250,1,,,,,
,,no,,998 - LV bushings,EN 630,1,,,,,
,,no,,998 - LV bushings,EN 1250,1,,,,,
,,no,,998 - LV bushings,EN 2000,1,,,,,
,,no,,998 - LV bushings,EN 1250,1,,,,,
,,no,,998 - LV bushings,EN 3150,1,,,,,
,,no,,998 - LV bushings,EN 2000,1,,,,,
,,no,,998 - LV bushings,EN 3150,1,,,,,
,,no,,998 - LV bushings,10 NF 250,1,,,,,
,,no,,998 - LV bushings,10 NF 630,1,,,,,
,,no,,998 - LV bushings,1M (B9722),1,,,,,
,,no,,998 - LV bushings,Plug-in Type 24 kV 250 A Interface B,1,,,,,
,,no,,998 - LV bushings,Plug-in Type 24 kV 630 A Interface C,1,,,,,
,,no,ACFG0001,999 - LV Bushing,DT250 Four Hole  Bushing  flag,1,,,,,
,,no,ACFG0011,999 - LV Bushing,DT1000 Four Hole  Bushing  flag,1,,,,,
,,no,ACFG0013,999 - LV Bushing,DT3150 Four Hole  Bushing  flag,1,,,,,
,,no,ACFG0010,999 -LV Bushing,DT630 Four Hole  Bushing  flag,1,,,,,
,,no,ACFG0012,999 -LV Bushing,DT2000 Four Hole  Bushing  flag,1,,,,,
,,no,,9991 - Tap changers,HR 7A3.235 (20kV 30A 100mm 5 Pos),1,,,,,
,,no,,9991 - Tap changers,HR 7A3.235 (20kV 30A 100mm 7 Pos),1,,,,,
,,no,,9991 - Tap changers,HM 25.43.885 (20kV 63A 131mm 5 Pos),1,,,,,
,,no,,9991 - Tap changers,HM 28.43.885 (20kV 120A 131mm 5 Pos),1,,,,,
,,no,,9991 - Tap changers,HM 28.43.885 (20kV 250A 131mm 5 Pos),1,,,,,
,,no,,9991 - Tap changers,HR 7A3.335 (30kV 30A 100mm 5 Pos),1,,,,,
,,no,,9991 - Tap changers,HR 7A3.335 (30kV 30A 100mm 7 Pos),1,,,,,
,,no,,9991 - Tap changers,HM 23.44.885 (30kV 30A 131mm 5 Pos),1,,,,,
,,no,,9991 - Tap changers,HM 23.44.885 (30kV 30A 131mm 7 Pos),1,,,,,
,,no,,9991 - Tap changers,HM 25.44.885 (30kV 63A 131mm 5 Pos),1,,,,,
,,no,ACVL0004,9992 - Valves,AIR RELEASE PLUG,1,,,,,
,,no,,9992 - Valves,ARES DIN25 DOUBLE FLANGE GATE VALVE,1,,,,,
,,no,,9992 - Valves,"BALL VALVE 1"" PELGER",1,,,,,
,,no,,9992 - Valves,"BALL VALVE 1"" Threaded on both sides",1,,,,,
,,no,,9992 - Valves,GATE VALVE WITH SAMPLING,1,,,,,
,,no,,9992 - Valves,GATE VALVE WITHOUT SAMPLING,1,,,,,
,,no,ACBS0024,9992 - Valves,Pressure Relief Valve Boss 1'' BSP Threaded - 250mm Long,1,,,,,
,,no,ACVL0008,9992 - Valves,Pressure Relief Valve T50 (306x09) 0.35 bar,1,,,,,
,,no,,9992 - Valves,Pressure safety valves without contact T-10K 1 G1 Inch,1,,,,,
,,no,,9992 - Valves,PRV T-10K1 1R,1,,,,,
,,no,,9992 - Valves,PRV T-50 0.4 BAR,1,,,,,
,,no,,9992 - Valves,SAMPLING VALVE,1,,,,,
,,no,,9992 - Valves,"SINGLE FLANGE BALL VALVE 1"" NW25S-SS",1,,,,,
,,no,,9992 - Valves,THROTTLE VALVE FOR RADIATOR NW80 FORMB,1,,,,,
,,no,ACCP0016,9992 - Valves,DRAIN VALVE NW 22,1,,,,,
,,no,ACCP0016,9992 - Valves,DRAIN VALVE NW 31,1,,,,,
,,no,ACCP0016,9992 - Valves,DRAIN VALVE NW 40,1,,,,,
,,no,ACCP0013,9992 - Valves,Brass End Cap for DIN50 Gate Valve,1,,,,,
,,no,ACVL0011,9992 - Valves,DIN25 Double Flange Gate Valve with Locking Option,1,,,,,
,,no,ACVL0038,9992 - Valves,DIN25 Gate Valve (Round Flange) with Locking Option and Sampler - Bronze,1,,,,,
,,no,ACVL0029,9992 - Valves,DIN50 Double Flange Gate Valve with Locking Option,1,,,,,
,,no,ACVL0020,9992 - Valves,DIN50 Gate Valve (Round Flange) with Locking Option and Sampler - Bronze,1,,,,,
,,no,ACVL0028,9992 - Valves,DN15 Gate Valve (Round Flange) with Sampling DIN 42568,1,,,,,
,,no,ACVL0026,9992 - Valves,DN25 Gate Valve (Round Flange) with Sampling,1,,,,,
,,no,ACVL0026-T,9992 - Valves,DN25 Gate Valve (Round Flange) with Sampling and Position Indicator,1,,,,,
,,no,ACVL0027,9992 - Valves,DN25 Gate Valve (Round Flange) without Sampling for CT1909,1,,,,,
,,no,ACVL0023,9992 - Valves,"Gate Valve 1"" - Screwed",1,,,,,
,,no,ACOT0202,9992 - Valves,"Red Painted Aluminium Knob for Gate Valve 1"" - Screwed",1,,,,,
,,no,,9993 - Oil Level indicators,Magnetic- with 400mm boss,1,,,,,
,,no,,9993 - Oil Level indicators,Magnetic- with 200mm boss,1,,,,,
,,no,,9993 - Oil Level indicators,4 HOLES PRISMATIC,1,,,,,
,,no,,9993 - Oil Level indicators,6 HOLES PRISMATIC,1,,,,,
,,no,,9993 - Oil Level indicators,8 HOLES PRISMATIC,1,,,,,
,,no,,9993 - Oil Level indicators,FLOATING TYPE,1,,,,,
,,no,ACIN0045,9993 - Oil Level indicators,"Vertical Oil Level Indicator G1"" VIAT 804 - 232 (A=62, B=108, C=232)",1,,,,,
,,no,ACIN0046,9993 - Oil Level indicators,"Vertical Oil Level Indicator G1"" VIAT 804 - 272 (A=102, B=148, C=272)",1,,,,,
,,no,ACIN0007,9993 - Oil Level indicators,Oil Level Indicator 803-1,1,,,,,
,,no,,9993 - Oil Level indicators,VIAT SO4 - Dial Type with Contacts,1,,,,,
,,no,,9993 - Oil Level indicators,VIAT SO6 - Dial Type with Contacts,1,,,,,
,,no,,9994 - Cable boxes,HV CABLE BOX,1,,,,,
,,no,,9994 - Cable boxes,LV CABLE BOX,1,,,,,
,,no,,9994 - Cable boxes,WTI BOX,1,,,,,
,,no,,9994 - Cable boxes,CONNECTOR BOX,1,,,,,
,,no,,9994 - Cable boxes,CT Terminal Box,1,,,,,
,,no,,9994 - Finishing,Painting,1,,,,,
,,no,,9994 - Finishing,GALVANIZING,1,,,,,
,,no,,9994 - Finishing,PRIMER PAINT & THINNER,1,,,,,
,,no,,9994 - Finishing,POWDER PAINT (RAL6028) Marine Grade,1,,,,,
,,no,,9994 - Finishing,INTERNAL PAINT,1,,,,,
,,no,,9995 - Other items,Other Parts,1,,,,,
,,no,,9995 - Other items,RATING PLATE,1,,,,,
,,no,,9995 - Other items,PHASE MARKING PLATES,1,,,,,
,,no,,9995 - Other items,S/A MOUNTING BRACKET A-2,1,,,,,
,,no,,9995 - Other items,ISD UNIT,1,,,,,
,,no,,9995 - Other items,BREATHER 1KG TYPE A,1,,,,,
,,no,,9995 - Other items,BREATHER 1KG TYPE B,1,,,,,
,,no,,9995 - Other items,BREATHER 1KG TYPE C,1,,,,,
,,no,,9995 - Other items,BREATHER 2KG,1,,,,,
,,no,,9995 - Other items,THERMOMETER TEK 16,1,,,,,
,,no,,9995 - Other items,"THERMOWELL 3/4"" BSP",1,,,,,
,,no,,9995 - Other items,THERMOMETER POCKET,1,,,,,
,,no,,9995 - Other items,GALVANIZED CUP FOR THERMOMETER POCKET,1,,,,,
,,no,,9995 - Other items,BUCHOLZ RELAY EW712,1,,,,,
,,no,,9995 - Other items,"CONSERVATOR FILLING CAP AL. 2""",1,,,,,
,,no,,9995 - Other items,T/F WHEEL 7613T00691,1,,,,,
,,no,,9995 - Other items,T/F WHEEL 7613T00691,1,,,,,
,,no,,9995 - Other items,OIL TEMP. INDICATOR TD50 (354 01 12X6.0),1,,,,,
,,no,,9995 - Other items,WINDING TEMP. INDICATOR TD76 (354 01 12X6.0),1,,,,,
,,no,,9995 - Other items,RTD WTI (PT100),1,,,,,
,,no,,9995 - Other items,RTD OTI (PT100),1,,,,,
,,no,,9995 - Other items,CT 3000/2A Oil Immersed (Measuring) Ring Type 15VA/0.5,1,,,,,
,,no,,9995 - Other items,CT 5000/5A Oil Immersed (Measuring) Ring Type 15VA/0.5,1,,,,,
,,no,,9995 - Other items,CT 1600/1A 5P20 15VA/0.5 2 Core,1,,,,,
,,no,,9995 - Other items,NCT 400/1A 5P20 15VA,1,,,,,
,,no,,9995 - Other items,NCT 1600/1A 5P20 15VA,1,,,,,
,,no,,9995 - Other items,NCT 2000/1A 5P20 15VA,1,,,,,
,,no,,9995 - Other items,CT TERMINAL BOX (2 TERMINALS),1,,,,,
,,no,,9995 - Other items,CT TERMINAL BOX (4 TERMINALS),1,,,,,
,,no,,9995 - Other items,CT TERMINAL BOX (6 TERMINALS),1,,,,,
,,no,,9995 - Other items,24kV ELBOW CONNECTOR SET (03),1,,,,,
,,no,,9995 - Other items,36kV ELBOW CONNECTOR SET (03),1,,,,,
,,no,,9995 - Other items,52kV ELBOW CONNECTOR SET (04),1,,,,,
,,no,,9995 - Other items,OBO SURGE ARRESTERS,1,,,,,
,,no,,9995 - Other items,LTL Name Board,1,,,,,
,,no,,9995 - Other items,Nut Bolt & 2 Washers (Galvanized) M10 x 40 mm,1,,,,,
,,no,,9995 - Other items,Split washers for tank cover fixing,1,,,,,
,,no,,9995 - Other items,M12 bolt nut spring washer & lock washer for earthing terminal,1,,,,,
,,no,,9995 - Other items,Flange Gasket,1,,,,,
,,no,,9995 - Other items,Surge Arresters,1,,,,,
,,no,ACBS0001,Safety features,Pressure Relief Valve Boss,1,,,,,
,,no,ACOT0344,Safety features,Marshalling Box Type A with Provision for OTI or WTI,1,,,,,
,,no,DMCR,Safety features - ISD,DMCR FRANCE ISD?,1,,,,,
,,no,ACIN0002,Safety features - ISD,RIS2 Integrated Safety Detector complete set with fixing device (ISD Unit),1,,,,,
,,no,ACIN0013,Safty - Relay,Bucholz Relay (Gas Actuated Relay) EE2-MA,1,,,,,
,,no,ACIN0022,Safty - Relay,Gas Sampling Device RG3.3 for EE2-MA,1,,,,,
,,no,ACIN0016,Sensors,"Bimetal Thermometer with 2 Contacts TEK-16 G1""",1,,,,,
,,no,ACIN0030,Sensors,WindingTemperature Transmitter (Thermometer Pocket) ZT-F2.1 Pt100,1,,,,,
,,no,,Timber Packet,,1,,,,,
,,no,,x - Dispath,Wooden Pallete For Packing,1,,,,,